	Kingdom	Phylum	Class	Order	Family	Genus	Species	ASV
427273ce153d5ec3d0447744c85e22ae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	ASV01462
ac458d94060a86a1384786baa1b75c3b	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	ASV01463
41a6c2f793342b353a15a030cad68cb4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	ASV01464
d90adb0a7c56b11d204b0fffcedd549c	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	ASV01465
f5fdd27b8f2ea0122e3b3822c62d36dd	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	ASV01466
cbf22ff6591b2aec0e024417559b06f4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	ASV01467
6ffd4f7533ee2fb72b4ca245e7421ddb	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	ASV01468
3ca2b6da8425e67ea3651f1c3e87f8ed	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	ASV01469
b2e3ff3efd6c5955f415769b4f8fcd24	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	ASV01470
76c72b004984387893970426126bb4e7	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	ASV01471
7c2a10852a52de63ace8e24a58a6ddcd	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	ASV01472
ec8b1cbf3a302a6c2cd5d2a86ca94a0f	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	ASV01473
76f274ca29854a1a722a0abf08a95456	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	ASV01474
666b98adb85b972019af389dfad223c9	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	ASV01475
8d886643fa092963550f57e8d83a2da8	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	ASV01476
e303b7e94c2fed14192157f0aaddc0d4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND	ASV01477
5fd44bd7efaf9f841fc03a7cc89319ad	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	uncultured_proteobacterium	ASV01478
ab4a316f6ef641a7a161c3e95a8420c8	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	ND	ASV01479
259ede44684396e32c89568baa43230e	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	uncultured_bacterium	ASV01480
0d406577abc94b18fbbf7b6e22102793	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Frischella	uncultured_gamma	ASV01481
d2afcbb9a8a958a6be3e641be50e7f14	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Frischella	uncultured_gamma	ASV01482
36aed5b1dc9b5c1a2844e58f2d34b1f5	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella	uncultured_gamma	ASV01483
e7ae9820cfab51d084862be484d6ee25	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella	ND	ASV01484
108a4226b551b2036388dc3a06d6312e	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	ND	ND	ASV01485
3ef715dbc3f6058cad8258cfc7ce6f81	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	ND	ND	ASV01486
153a1c462f6c9cc86cb69c231e968272	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	ND	ASV01487
524c5c89f69f64e9cf222efeca9b2ff0	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	ND	ASV01488
a6612b48a71ad112071c75923692b995	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	ND	ASV01489
0548b11b6de90319756016a02baab332	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	ND	ASV01490
ac0d3a0e6a917dcafc0574a651458c8d	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	uncultured_organism	ASV01491
ca9c66d47347c03d0343d6fe03ed8636	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	ND	ASV01492
394eda29c886632f514dd94b58381186	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	ND	ASV01493
c8b4f4ac6842214a4c90b85099ae8590	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	ND	ASV01494
eb6609eabb10043cce3c8982158fb9dd	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	ND	ASV01495
1910d5759f2f8480cdb245d0ac2b9771	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	ND	ASV01496
f3384f1f36a908bd09b3c265bac26f8c	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	ND	ND	ASV01497
cf21f926fdca2855c879f10d7943e79e	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	ND	ND	ASV01498
621c8bac6112ecfaf2507864c4b036d9	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	ND	ND	ASV01499
56700c515eb2e8a4589d5e3299657aab	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	ND	ND	ASV01500
5c60f84b3d868e8544e0b7805e20ae77	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_radioresistens	ASV01501
fa3be2840777c910e6ffcce73ddc962d	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_towneri	ASV01502
0e2e91fba1ca9ed7de2d11ea4786c914	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	ND	ASV01503
3d5baff45729bf2214074c2e9f77ad10	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	ND	ASV01504
c22b16cc6108c04f29fea3b6d4c81571	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	ND	ASV01505
d7ae5fb949ca634f2763535ae0b54321	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	ND	ASV01506
ac740c4f3ec884c9b2fd522b28cfbca5	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	ND	ASV01507
8b91e5b1c412877f96a4a342ab6dc680	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	ND	ASV01508
214f284795f811cc20c4b99db7987b4e	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	ND	ASV01509
318f323522ebaa4f379225db4a839db3	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	ND	ASV01510
3ebe761bfb1238c87195d431f41bf976	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	ND	ASV01511
26269aad2354410f7978b771eefe1ff7	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	ND	ASV01512
430d480477d450614cc88f3853c6ae7f	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	ND	ASV01513
01d440d67a52e32bab08a568ab45a32c	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	ND	ASV01514
d15bc449222795a9ff230013aa633686	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	ND	ASV01515
cbdf22a87977c371c5d223bcdb15a913	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	ND	ASV01516
1dc1cb5fe3a3e6509a0d94fb832434cb	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Cavicella	uncultured_bacterium	ASV01517
e5c19d7800b18015f3a917fc015fc42f	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter	ND	ASV01518
5ccd30281011c170e7e836bc752205e6	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter_pulmonis	ASV01519
bab79ab3452110618ca814dbc091add5	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	gamma_proteobacterium	ASV01520
0f18144d308ada95632ab5193d92073f	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01521
43fddf1528d4a98928fd8c3a8ac23bfd	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01522
5648dccee530d68ceb3e4d7d22cf8756	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01523
b4289ab0a9a00034c1fbce477b2c4ded	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01524
f8aeec3c1ff0f4e7e1c829e4db0618d9	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01525
86d6db0b6e15510fa5d27ceae8fd5e0d	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01526
989cbcb5c4f567216341612828a1a3d9	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01527
a5d798908d5e96ac35f5950a65ab22a0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01528
9af3467db68cf6063627304cecd46a65	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01529
616dec08971822f3a7d787629e1802c1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01530
5a0783360076c89ed62508a92c436dad	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01531
9e160142652cbae06a76d4a0bfd9847e	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01532
580114be2b60f24c5a912cdd3d9fb4d3	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01533
9d30df1c09b60bb791f16b9f769c6335	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01534
75b267d822e9bc52dd40fd7fce8187f1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01535
1bc599cac5647c5c30496e93ca551557	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01536
c06ccd1f7d57566ef669942328b1a946	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01537
18883d67cac5a8ef869bc6b44ac2c557	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01538
02994781dcfbf67361880ed2d583cdc4	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01539
0e6dc926631e1e7b772aafbeb5139eda	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01540
9e5722492a6ecc325dabb4f49f7fd9cf	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01541
39346f3b94f9ac56db7ea196efdd469a	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01542
3d7fecc8e8dd9436c22a86be66fdcc1e	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01543
d4e4eb7106f98f5733739d064630f45e	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01544
2418afa656f168f4c2c3145d2cf372c8	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01545
7d7ffb702a5c8c99c881aee6ee3d9ad0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01546
428e4a80a1e14a59d72810a32f62f434	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01547
174a1cfbe206c815629e1cd5363630a2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01548
d57e36f54e5933e319a68f96af8c1e66	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01549
113e5cb2dbb0b2086e230fc9d845310f	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01550
0ddcd311e02f742e2e0e61ce02cf9c29	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01551
c747ee282668acdc8ceb342e049dbb18	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01552
c5be6876ae05d18dc668512f2d790efd	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01553
7ae63ad1c72f82134d1b06c00e3ea180	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01554
6cfacca912cc9cefac7c9bf34192f13f	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01555
50853bb5efb2179c2a35e2960c643270	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01556
9ff22e40d756867ecc901a234b14dc27	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01557
89ca6d60f6732d94fa7f9e402e2de37a	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01558
13ad4ee5433248a038cfd74bc851c658	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01559
3d3e530a1f362eaf622ef616462e3bfe	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01560
db61997e4c5c5bf45524292a396f79cd	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01561
cccb89910ca7c68b83a6582d4fc8ae87	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01562
7f12f456f210ff25709dd74f6e09c5a2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01563
472466279b75a9efd1ce4fbc71e9f0bd	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01564
1d9b32c720f75b2e5b834037e15b30d0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01565
39444089b60e10493cc63149aa84d45a	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01566
ef8eaa6da905f2eb3646d8604df007d5	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01567
fe827494dc39e0a291fdb2fd3380c651	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01568
7395c1a1acaf23b83b4610d35aa6c7b6	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01569
219f2d805817976a5b54bd5e1233b4f1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01570
1a0200b0409fa72d4eb593f036436325	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01571
ff499a5aa3850ee0d6f8ab2043d33565	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01572
9652aa0401324930335e9eea78c581d5	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01573
fef4e0e27b22f9bec70f5a0e1346fd3f	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01574
95b05636170bd92864e092c2809d7fb7	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01575
d1bcc6fd4c17176503016e56881acd84	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01576
ab6c6fed31953c317bca864da7bd0bee	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01577
208ac347338d6d79b2d254f8a89eb96e	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01578
63f8a7834d9592b41f8e57639152a63b	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01579
5be014d1e2be4b0a9fcabc661de5db4e	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01580
a177ed17542120e3f2d02f8669786a2d	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01581
49ca044a729a2ff5d25d20c47412dba4	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01582
b82607d392a1936453f55e50a1eb8499	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01583
9f7dad8c1e60de0918f7b718065394cb	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01584
83663c8718d6e663683d41ee944cb799	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01585
47a1a073d342619218248e0a3d14d0e1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01586
9aeb3980eadf1c49fb9549fcdbf413b0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01587
67fd2659887deffe7ed3a06564b149d2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01588
2b2776224b2f3032e9f66ad69c5b6bc1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01589
e2d4e5daf64fd6b6f3e061c55b44f1d2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01590
2349a4b70c87dd6905841ef358fc1944	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01591
7c10303564ece9dda402111483d469d0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01592
f42bf7c6d916ce5caf0e956a59e8ca9c	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01593
8e087386f24f4ff123b35a427f6d5949	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01594
41c7e3fbf34ce91d77bea975669bf2d1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01595
0b83d35b91b0d9e37a43cbd14a395496	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01596
fc6230d97b50d4869132b1059dace93b	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01597
9662d5dec906150ba773f3daebfffa31	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01598
7e156aafc94328e99d7bcc9b0b702f84	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01599
3701a42336acb273766280fdaad8a1ae	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01600
1297104fe51365d653820ada0326de1f	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01601
29ef7ce780cbb2402b64783b0bd374c4	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01602
89666908ad833b836a572211d95f437f	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01603
1d8eedf621e113779ae71a422d36ec60	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01604
e2090c190971a7335207f2157b6e0627	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01605
7047b556d070ac7ff67c4d45cb97aa6a	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01606
efb9644d19e28b8598a4325338d27cc4	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01607
4fd20d4bfa3070f078f65b51daf85afd	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01608
e709b2323863046ceb9b4a707abdd3bd	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01609
6bf1213d20b439ec00d71a7cb3fa38bb	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01610
b62da15e29e9e4518070c5f6b01b4261	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01611
3abd83d7f746cefab1c9af0028c6141c	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01612
4890ec88f8609a0bc40aee12f4380428	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01613
75a367852d71b343c5682a06b7ff8543	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01614
69086882a0c485d206e028b90883eb40	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01615
540d96fe22fa0553da51fc18d7e55e8a	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01616
8a75e301a2cddf5f77ced947d850998e	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01617
3ccde0dde97b3a3697e9ce1d633b91e0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01618
8c37c47c48e81e607d4d0ef374d8f595	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01619
5d8a07487839064828c5a2b3f8055db4	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01620
d1328caa5cc7b2ecc80662c5399e93dd	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01621
25f806b7fd5f81aff810063ae3e2831c	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01622
f16d9c007ea9daef93ab55f99abac551	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01623
120fd9bf650365be6f7382c7cf9ee0a4	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01624
f2f1689f00d37efbde8696ca316b97cc	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01625
bfbbe7996960117141b289e9260360ee	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01626
be8b40b20944697fbac0fc9ef9c83923	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01627
0f237fb8babf7288cab15f7a3de28c14	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01628
e531211b196b3d17fb2ef3675c180c9a	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01629
3aeaae51a056b477b88a36f7c359d7c1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND	ASV01630
